검색조건
대출기간,2026-01-01 ~ 2026-07-03
성별,전체
연령,1,2학년(8~9세)
지역,전체
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2026-07-04
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"1","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","13","9791168415232","77810","810","1,735",
"2","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","16","9791168418011","77810","810","1,689",
"3","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","14","9791168416369","77810","810","1,678",
"4","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","5","9791164135592","77810","810","1,674",
"5","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","8","9791164138197","77810","810","1,668",
"6","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","15","9791168417199","77810","810","1,665",
"7","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","3","9791164134267","77810","810","1,619",
"8","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","10","9791168411685","77810","810","1,615",
"9","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","12","9791168414471","77810","810","1,601",
"10","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","11","9791168412477","77810","810","1,595",
"11","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","9","9791164139897","77810","810","1,582",
"12","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","17","9791168418844","77810","810","1,563",
"13","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","7","9791164137527","77810","810","1,549",
"14","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","6","9791164136261","77810","810","1,548",
"15","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","1","9791164131686","77810","810","1,535",
"16","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","4","9791164134847","77810","810","1,523",
"17","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","19","9791173473968","77810","810","1,470",
"18","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","18","9791173114038","77810","810","1,433",
"19","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","2","9791164132454","77810","810","1,420",
"20","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","9","9791168415409","77400","400","1,353",
"21","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","10","9791168416598","77400","400","1,331",
