검색조건
대출기간,2026-01-01 ~ 2026-07-03
성별,전체
연령,5,6학년(12~13세)
지역,전체
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2026-07-04
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"189","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","10","9791193031940","77890","219","286",
"189","이루의 세상 ","정설아 글 ;오승민 그림","사회평론주니어","2025","","9791197407062","73810","813.7","286",
"193","드래곤 히어로","글: 이재문 ;그림: 김지인","김영사","2025","1","9791173321252","74810","813.7","285",
"193","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","7","9791193031964","74810","813.5","285",
"195","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","5","9791168091269","74810","360","284",
"195","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","37","9791168412637","77400","507.5","284",
"195","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","40","9791168417601","77400","507.5","284",
"195","빨간내복야코 안 읽으면 완전 위험한 과학책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","2","9791171713417","77400","400","284",
"195","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","4","9791191496062","77820","823.5","284",
"200","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","2","9788936448172","74810","813.7","283",
"201","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","2","9791164060498","74830","833.6","282",
"202","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","11","9791191496147","77900","909","281",
"203","벌거벗은 세계사","글: 이현희,최호정","아울북(북이십일 아울북)","2022","2","9788950900847","74900","909","280",
"203","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","3","9791130650951","74810","813.7","280",
"203","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","42","9791168418974","77400","507.5","280",
"203","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","6","9791193031957","74810","813.5","280",
"207","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","1","9791197578410","74900","001","279",
"208","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","9","9791191496635","77820","823.5","278",
"209","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","5","9788936448608","73810","813.7","277",
"209","(흔한남매) 흔한 게임","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2024","1","9791168418905","77810","810","277",
"209","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","3","9791173321757","77900","909","277",
"212","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","44","9791162337561","77400","400","276",
"212","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","19","9791164065745","73830","833.6","276",
"212","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","9","9791191496017","77900","909","276",
"212","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","5","9791193031704","74810","813.5","276",
"216","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","5","9791167390929","74810","813.7","275",
"216","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","41","9791168418172","77400","507.5","275",
"216","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","2","9791173320224","77900","909","275",
"216","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","6","9791191496154","77820","823.5","275",
"220","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","2","9788965466970","73810","813.7","274",
"220","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","48","9791164133673","77400","400","274",
"220","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","12","9791191496673","77820","823.5","274",
"223","어느 날 문이 사라졌다 ","김은영 글 ;메 그림","문학동네","2025","","9791141608880","73810","813.7","273",
"223","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","2","9791168091238","74810","360","273",
"225","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","9","9788934946625","77400","400","272",
"225","세금 내는 아이들 ","옥효진 글 ;김미연 그림","한경BP","2021","","9788947547260","73320","327","272",
"225","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","4","9791168417656","77030","388","272",
"225","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","9","9791188874262","74910","911","272",
"225","(정승제의) 수학 대모험","글: 설민석,박지영","단꿈아이","2025","1","9791194616412","74410","410","272",
"230","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","13","9788950968502","74400","511","271",
"230","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","2","9791130698427","74810","813.7","271",
"230","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","1","9791168415171","77400","400","271",
"233","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","64","9791171178186","77720","711.4","270",
"233","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","35","9791171179954","74900","980.2","270",
"233","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","10","9791191496659","77820","823.5","270",
"233","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","16","9791193031490","77820","823.5","270",
"233","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","9","9791193031711","77890","219","270",
"233","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","8","9791196893194","77900","909","270",
"239","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","1","9788965466833","73810","813.7","269",
"239","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","4","9791168410541","77810","691","269",
"241","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","8","9788934979814","77400","400","268",
"241","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","4","9788936448493","74810","813.7","268",
"241","흔한남매 오해요 :귀염 뽀짝 부캐들과 펼치는 초단편 콩트 만화 ","원작: 흔한남매 ;그림: 유난희","미래엔","2022","","9791168410930","77810","810","268",
"241","이상한 무인 아이스크림 가게 ","서아람 글 ;안병현 그림","라곰스쿨","2023","","9791189686710","73810","813.7","268",
"241","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","15","9791191496727","77820","823.5","268",
"246","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","1","9788957361900","74510","510","266",
"246","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","49","9791164134991","77400","400","266",
"246","빨간내복야코 안 읽으면 완전 위험한 과학책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","3","9791171714469","77400","400","266",
"246","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","10","9791191496055","77900","909","266",
"246","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","6","9791198511577","74810","813.7","266",
"251","긴긴밤 ","루리 글·그림","문학동네","2021","83","9788954677158","73810","813.7","265",
"251","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","4","9791168418462","77400","400","265",
"253","루미너스 오늘부터 데뷔합니다","김영주 글 ;하티 그림","다산북스","2024","3","9791130662442","74810","813.7","264",
"253","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","3","9791164060931","74830","833.6","264",
"253","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","2","9791168416628","74810","980.2","264",
"253","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","9","9791168418189","77810","810","264",
"253","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","5","9791173320385","77700","711","264",
"253","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","13","9791191496000","77900","909","264",
"253","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","8","9791191496598","77820","823.5","264",
"260","어린 왕자","생텍쥐페리 지음;김숙 그림","가나출판사","2003","2","9788957361955","74860","863","263",
"260","(흔한남매) 흔한 게임","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2024","2","9791173470660","77810","810","263",
"260","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","11","9791191496666","77820","823.5","263",
"263","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","33","9791164137633","77400","507.5","262",
"263","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","5","9791168411692","77810","691","262",
"263","빨간내복야코 안 읽으면 완전 위험한 과학책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","1","9791171712793","77400","400","262",
"266","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈드림","2019","2","9791189001278","77900","909","261",
"266","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","3","9791191496048","77820","823.5","261",
"268","시간 고양이 :박미연 장편동화 ","지은이: 박미연 ;그린이: 박냠","이지북","2021","","9788957070703","74810","813.7","260",
"268","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","3","9788965467083","73810","813.7","260",
"268","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","17","9791164065097","73830","833.6","260",
"268","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","1","9791164134649","74810","816.7","260",
"268","25시 도깨비 편의점","글: 김용세,그림: 글시","특서주니어","2025","1","9791167031693","73810","813.7","260",
"268","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","3","9791168091245","74810","360","260",
"268","이상한 무인 라면 가게 ","서아람 글 ;안병현 그림","라곰스쿨","2025","","9791193939253","77810","813.7","260",
"268","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","5","9791196232160","74910","911","260",
"276","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","19","9791165383053","74910","911","259",
"276","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","14","9791191496697","77820","823.5","259",
"278","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","3","9788934908296","77700","711","258",
"278","나나 올리브에게 ","루리 글·그림","문학동네","2025","","9791141614072","73810","813.7","258",
"278","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","4","9791190630016","74900","594","258",
"278","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","2","9791197578427","74900","001","258",
"282","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","5","9788936448370","73810","813.7","257",
"282","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","6","9788936448523","73810","813.7","257",
"282","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","62","9791171174713","77720","711.4","257",
"282","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","12","9791173573385","74400","472","257",
"282","요괴의 아이를 키우고 있습니다","히로시마 레이코 글 ;김지영 옮김","넥서스","2022","5","9791194643708","74830","833.6","257",
"287","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","3","9791164136223","74810","816.7","256",
"287","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","36","9791168411715","77400","507.5","256",
"287","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","13","9791173573392","74400","472","256",
"290","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","1","9788934941330","77900","909","255",
"290","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","2","9788936447861","74810","813.7","255",
"290","사춘기 대 중학 생활 ","글: 제성은 ;그림: 이승연","개암나무","2023","","9788968307515","73810","376","255",
"290","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","1","9791189001261","77900","909","255",
"290","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","12","9791191496161","77900","909","255",
"295","암호클럽","글: 페니 워너 ;윤영","가람어린이","2016","1","9788993900873","74840","843","254",
"296","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","7","9791164062270","74830","833.6","253",
"296","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","3","9791168418424","74810","980.2","253",
"298","루미너스 오늘부터 데뷔합니다","김영주 글 ;하티 그림","다산북스","2024","4","9791130668284","74810","813.7","252",
"298","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","45","9791162339909","77400","400","252",
"298","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","3","9791167390691","74810","813.7","252",
"298","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","5","9791173111686","77400","400","252",
"298","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","19","9791173113772","74840","843","252",
"298","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","1","9791189938352","74900","594","252",
"304","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","2","9791164135158","74810","816.7","251",
"304","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","13","9791191496680","77820","823.5","251",
"306","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","20","9791165383114","74910","911","250",
"306","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","13","9791168418783","77490","472","250",
"306","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","63","9791171176458","77720","711.4","250",
"306","드래곤 히어로","글: 이재문 ;그림: 김지인","김영사","2025","2","9791173323355","74810","813.7","250",
"310","컵라면은 절대로 불어선 안 돼 ","김지완 글 ;김지형 그림","문학동네","2025","","9791141612306","73810","813.7","249",
"311","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","35","9791164136964","77400","507.5","248",
"311","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","17","9791168090804","74510","510","248",
"311","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","6","9791190908948","74900","594","248",
"311","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","7","9791191496185","77820","823.5","248",
"311","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","3","9791192504384","74810","810","248",
"316","다판다 편의점","강효미 글 ;밤코 그림","다산북스","2025","1","9791130662985","74810","813.7","247",
"316","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","13","9791168090767","74510","510","247",
"318","호랑이를 부탁해 :설상록 장편동화 ","글쓴이: 설상록 ;그린이: 메","비룡소","2025","","9788949122083","74800","813.7","246",
"318","여름에 내리는 비, 잠비 ","김도영 글 ;해랑 그림","비룡소","2025","","9788949122090","74800","813.7","246",
"318","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","5","9788957362037","74510","510","246",
"318","악당의 무게 ","이현 글 ;오윤화 그림","휴먼어린이","2014","","9788965912491","73810","813.7","246",
"318","(우리가 꼭 알아야 할) 지금 근현대사 ","글: 최태성 ;그림: 신진호","다산북스","2025","","9791130667850","73910","911.06","246",
"318","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","2","9791168415188","77400","400","246",
"318","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","33","9791171177295","74900","980.2","246",
"325","수상한 이웃집 시노다","도미야스 요코 글 ;송지현 옮김","다산북스","2023","2","9791130642727","74830","833.6","245",
"325","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","30","9791164134359","77080","507.5","245",
"327","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","34","9791164138234","77400","507.5","244",
"327","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","9","9791193487013","74900","001","244",
"329","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","280","9788936442804","73810","813.7","243",
"329","기소영의 친구들 :정은주 창작동화 ","지은이: 정은주 ;그린이: 해랑","사계절(사계절출판사)","2022","","9791160949797","74810","813.7","243",
"329","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","5","9791162041949","74810","813.7","243",
"329","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","12","9791162331101","74840","843","243",
"329","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","5","9791190786805","74900","594","243",
"329","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","8","9791193031667","77890","219","243",
"335","리보와 앤 :아무도 오지 않는 도서관의 두 로봇 ","어윤정 글 ;해마 그림","문학동네","2023","","9788954690690","73810","813.7","242",
"335","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","6","9791171174805","74400","420","242",
"335","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","13","9791173476594","77890","219","242",
"335","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","3","9791190305891","74900","594","242",
"339","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","16","9791164064748","73830","833.6","241",
"339","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","29","9791164132553","77400","507.5","241",
"339","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","16","9791165382841","74910","911","241",
"339","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","12","9791168090750","74510","510","241",
"339","하고 싶은 공부 :최재천과 함께하는 어린이 성장 동화 ","최재천,함주해 그림","김영사","2025","","9791173320835","73810","813.7","241",
"344","불량한 자전거 여행 :김남중 장편동화 ","지은이: 김남중 ;그린이: 허태준","창비","2009","250","9788936442507","73810","813.6","240",
"344","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","14","9791164064243","74830","833.6","240",
"344","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","4","9791173470615","74810","980.2","240",
"344","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","5","9791190409384","74810","813.7","240",
"344","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","4","9791192504438","74810","810","240",
"349","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","5","9788949144559","74800","843","239",
"349","루미너스 오늘부터 데뷔합니다","김영주 글 ;하티 그림","다산북스","2024","2","9791130655222","74810","813.7","239",
"349","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","2","9791164137879","77810","691","239",
"349","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","15","9791168090781","74510","510","239",
"349","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","16","9791168090798","74510","510","239",
"349","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","8","9791168416703","77810","810","239",
"349","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","20","9791168440975","77800","810","239",
"349","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","5","9791171171057","74400","420","239",
"349","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","11","9791173474705","77810","810","239",
"358","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","31","9791164135189","77400","507.5","238",
"359","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","2","9788934980254","77400","400","237",
"359","사춘기 대 갱년기 ","제성은 글 ;이승연 그림","개암나무","2020","","9788968305726","73810","813.7","237",
"359","수상한 이웃집 시노다","도미야스 요코 글 ;송지현 옮김","다산북스","2023","8","9791130662787","74830","833.6","237",
"359","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","8","9791130666310","74810","813.7","237",
"359","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","3","9791164138715","77810","691","237",
"359","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","15","9791165382704","74910","911","237",
"359","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","18","9791168416789","74840","843","237",
"359","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","4","9791193031445","74810","813.5","237",
"359","이상한 무인 오락실 ","서아람 글 ;안병현 그림","라곰스쿨","2025","","9791193939376","77810","813.7","237",
"368","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","3","9791168415591","77030","388","236",
"368","이상한 과자 가게 전천당 :행운의 갈림길","글: 히로시마 레이코 ;옮긴이: 김정화","길벗스쿨","2024","2","9791199302327","73830","833.6","236",
"370","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","40","9788937856648","77400","400","235",
"370","다판다 편의점","강효미 글 ;밤코 그림","다산북스","2025","2","9791130667546","74810","813.7","235",
"372","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","1","9788949144511","74800","843","234",
"372","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","4","9791162041772","74810","813.7","234",
"372","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","4","9791164060948","74830","833.6","234",
"372","요괴의 아이를 키우고 있습니다","히로시마 레이코 글 ;김지영 옮김","넥서스","2022","3","9791166837104","74830","833.6","234",
"372","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","12","9791168440579","77800","810","234",
"372","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","14","9791168440838","77800","810","234",
"372","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","61","9791171172825","77720","711.4","234",
"372","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","34","9791171178582","74900","980.2","234",
"372","펜 들고 레벨 업 ","이현지 글 ;김규택 그림","미래엔","2025","","9791173478024","74810","813.7","234",
"372","이상한 무인 편의점 ","서아람 글 ;안병현 그림","라곰스쿨","2024","","9791189686987","77810","813.7","234",
"372","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","2","9791190182522","74900","594","234",
"383","불량한 자전거 여행 :김남중 장편동화","지은이: 김남중 ;오승민","창비","2019","299","9788936442996","73810","813.6","233",
"383","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","28","9791164131662","77400","507.5","233",
"383","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","32","9791164136865","77400","507.5","233",
"383","진실한 동물도감 ","글쓴이: 최형선 ;그린이: 차야다","인플루엔셜","2025","","9791168343146","74490","491","233",
"383","태어나 보니 저출생 ","오선경 글 ;무디 그림","풀빛","2025","","9791194636281","73810","813.7","233",
"388","건방이의 건방진 수련기","천효정 글 ;강경수 그림","비룡소","2015-2018","2","9788949197821","74800","813.7","232",
"388","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","42","9791162334669","77400","400","232",
"388","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","15","9791164064410","74830","833.6","232",
"388","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","13","9791165382650","74910","911","232",
"388","요괴의 아이를 키우고 있습니다","히로시마 레이코 글 ;김지영 옮김","넥서스","2022","1","9791166832925","74830","833.6","232",
"388","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","12","9791188874460","74910","911","232",
