검색조건
대출기간,2026-01-01 ~ 2026-07-03
성별,전체
연령,5,6학년(12~13세)
지역,전체
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2026-07-04
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"388","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","7","9791191425758","74900","594","232",
"388","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","3","9791193031438","74810","813.5","232",
"396","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","7","9788934944546","77400","400","231",
"396","멈출 수 없는 우리","유발 하라리 글 ;김명주 옮김","김영사","2023","1","9788934958987","73900","900","231",
"396","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","1","9788934990987","77700","714","231",
"396","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","12","9788950968243","74400","511","231",
"396","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","6","9791164062072","74830","833.6","231",
"396","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","15","9791164137213","74840","843","231",
"396","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","10","9791168440401","77800","810","231",
"396","창밖의 기린 ","김유경 글 ;홍지혜 그림","위즈덤하우스","2025","","9791194770091","74800","813.7","231",
"396","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","7","9791197578472","74900","001","231",
"405","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","6","9788949144566","74800","843","230",
"405","벌거벗은 세계사","글: 이현희,최호정","아울북(북이십일 아울북)","2022","3","9788950900854","74900","909","230",
"405","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","13","9791162339138","74840","843","230",
"405","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","13","9791164064281","74830","833.6","230",
"405","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","7","9791168090217","74510","510","230",
"405","빨간내복야코 맞춤법 절대 안 틀리는 책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","1","9791171711451","73710","711","230",
"405","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","68","9791173575051","77720","711.4","230",
"412","천재 의사 시건방 :슈퍼 초능력 판타지","글: 강효미 ;그림: 유영근","머스트비","2024","3","9791160342451","74810","813.7","229",
"412","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","46","9791164130825","77400","400","229",
"412","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","14","9791164134021","74840","843","229",
"412","별별 직업 상담소 ","요시타케 신스케 글·그림 ;권남희 옮김","김영사","2025","","9791173320927","77830","321.55","229",
"416","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","34","9788937839719","77400","400","228",
"416","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","22","9788937857379","77400","507.5","228",
"416","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","3","9788957361993","74510","510","228",
"416","(어린이를 위한) 역사의 쓸모 ","글: 최태성 ;그림: 신진호","다산북스","2022","1","9791130692661","73910","911","228",
"416","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","23","9791162334041","77400","507.5","228",
"416","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","24","9791162334898","77400","507.5","228",
"416","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","5","9791173479977","74810","980.2","228",
"416","(유현준의) 세계 건축 대모험 :창의력을 키우는 어린이 건축 동화","글: 강지혜 ;그림: 불곰","북이십일 아울북","2025","1","9791173572166","74900","540","228",
"424","요괴의 아이를 돌봐드립니다","히로시마 레이코 글 ;김지영 옮김","넥서스","2021","2","9791166830020","74830","833.6","227",
"424","빨간내복야코 맞춤법 절대 안 틀리는 책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","2","9791171712328","73710","711","227",
"424","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","2","9791193031421","74810","813.5","227",
"424","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","8","9791193031971","74810","813.5","227",
"428","학교 옆 만능빌딩 ","이현지 글 ;김민우 그림","비룡소","2025","","9788949162621","74800","813.7","226",
"428","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","9","9791164062898","74830","833.6","226",
"428","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","14","9791168090774","74510","510","226",
"428","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","19","9791168441309","77800","810","226",
"428","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","21","9791168441675","77800","810","226",
"428","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","5","9791173113444","77030","388","226",
"428","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","69","9791173577079","77720","711.4","226",
"435","건방이의 건방진 수련기","천효정 글 ;강경수 그림","비룡소","2015-2018","5","9788949195797","74800","813.7","225",
"435","구팡맨 구드래곤 ","박현숙 글 ;이경석 그림","다산북스","2025","","9791130669403","74810","813.7","225",
"435","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","5","9791164062065","74830","833.6","225",
"435","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","12","9791164063956","74830","833.6","225",
"435","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","11","9791173570988","74400","472","225",
"435","열혈 세종대왕","글: 박지연,그림: 이지운","아울북(북이십일 아울북)","2025","1","9791173571299","74990","998.9","225",
"435","우정 챌린지 ","글: 박상기 ;그림: 불곰","소원나무","2025","","9791193207895","74800","813.7","225",
"435","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","3","9791196025847","74910","911","225",
"443","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","0","9788934938224","77400","400","224",
"443","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","7","9788937884962","77400","507.5","224",
"443","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","21","9788937889783","77400","507.5","224",
"443","주식회사 6학년 2반 :경제가 쉬워지는 재미있는 경제동화 ","석혜원 글 ;한상언 그림","다섯수레","2024","","9788974784300","73320","320","224",
"443","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","43","9791162335741","77400","400","224",
"443","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","10","9791164063581","74830","833.6","224",
"443","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","14","9791165382674","74910","911","224",
"443","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","9","9791168090231","74510","510","224",
"443","내 멋대로 급식 뽑기 ","최은옥 글 ;김무연 그림","김영사","2025","","9791173322686","73810","813.7","224",
"443","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","6","9791188874088","74910","911","224",
"443","나의 열두 살에게 ","글·그림: 소복이","나무의말","2025","","9791198860569","77810","810","224",
"454","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","2","9788934989882","77700","714","223",
"454","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","36","9788937838323","77400","400","223",
"454","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","4","9788937883316","77400","507.5","223",
"454","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","30","9788937884832","77400","400","223",
"454","복제인간 윤봉구 ","임은하 글 ;정용환 그림","비룡소","2017","","9788949124353","74840","813.7","223",
"454","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","28","9788950958237","74900","980.2","223",
"454","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","3","9791189001322","77900","909","223",
"454","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","7","9791193031612","77890","219","223",
"462","마지막 레벨 업 :윤영주 장편동화 ","지은이: 윤영주 ;그린이: 안성호","창비","2021","317","9788936443177","73810","813.7","222",
"462","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","4","9788936448134","74810","813.7","222",
"462","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","14","9788937899249","77400","507.5","222",
"462","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","7","9788950983130","74400","511","222",
"462","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","8","9791168090224","74510","510","222",
"462","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","2","9791192504322","74810","810","222",
"468","절교의 여왕 :K-초등 리얼리티 스토리 ","박현숙 글 ;모차 그림","다산북스","2025","","9791130662114","73810","813.7","221",
"468","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","47","9791164132140","77400","400","221",
"468","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","16","9791168410480","74840","843","221",
"468","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","10","9791168419223","77810","810","221",
"468","빨간내복야코 어린이 상식 :이거 모르면 지구인 아님","원작: 빨간내복야코 ;그림: 도니패밀리","아울북","2024","2","9791173571749","74030","031","221",
"468","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","24","9791193031575","77820","823.5","221",
"468","이야기의 신 ","한윤섭 글 ;이로우 그림","라임","2025","","9791194028642","74810","813.7","221",
"475","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","316","9788936443160","73810","813.7","220",
"475","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","1","9788936447694","74810","813.7","220",
"475","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","18","9788937838378","77400","507.5","220",
"475","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","39","9788937889981","77400","400","220",
"475","(읽으면서 바로 써먹는) 어린이 공포의 수학 퍼즐","글·그림: 한날","파란정원","2025","1","9791158683054","73410","410","220",
"475","내일은 실험왕 41 - 해양의 대결","스토리 a. (지은이), 홍종현 (그림), 박완규, 이창덕 (감수)","아이세움","2017","41","9791162331088","77400","407","220",
"475","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","10","9791168090248","74510","510","220",
"475","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","7","9791168415379","77810","810","220",
"475","(처음 읽는) 삼국지","원작: 나관중 ;그림: 한현동","미래엔","2024","2","9791173113581","77820","823.5","220",
"475","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","5","9791193031278","77890","219","220",
"485","건방이의 건방진 수련기","천효정 글 ;강경수 그림","비룡소","2015-2018","3","9788949197838","74800","813.7","219",
"485","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","3","9788950983093","74400","511","219",
"485","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","26","9791162339176","77400","507.5","219",
"485","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","27","9791164130399","77400","507.5","219",
"485","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","23","9791173571978","74810","813.7","219",
"485","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","7","9791188874149","74910","911","219",
"485","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","3","9791197578434","74900","001","219",
"492","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","3","9788934980056","77700","714","218",
"492","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","2","9788936443054","73810","813.7","218",
"492","왜왜왜 동아리 :진형민 장편동화 ","지은이: 진형민 ;그린이: 이윤희","창비","2024","","9788936443399","73810","813.7","218",
"492","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","17","9788937837531","77400","507.5","218",
"492","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","53","9788950903138","77720","711.4","218",
"492","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","77700","710","218",
"492","자본주의 편의점","정지은,김미연 그림","가나문화콘텐츠","2024","1","9791168091504","74320","320","218",
"492","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","17","9791168411975","74840","843","218",
"492","태쁘의 퇴마부 ","글: 김혜련 ;원작: 태쁘","겜툰","2022","1","9791168440197","77810","813.7","218",
"492","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","9","9791168440364","77800","810","218",
"492","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","1","9791171171019","74400","420","218",
"492","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","0","9791173574016","74800","219","218",
"492","십 년 가게","히로시마 레이코 글 ;이소담 옮김","위즈덤하우스 미디어그룹","2020","1","9791190630672","74830","833.6","218",
"492","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","3","9791190980869","77800","810","218",
"506","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","","9788936442804","73810","813.7","217",
"506","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","2","9791168414921","77030","388","217",
"506","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","5","9791197578458","74900","001","217",
"509","벌거벗은 세계사","글: 이현희,최호정","아울북(북이십일 아울북)","2022","4","9788950900861","74900","909","216",
"509","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","1","9791162041376","74810","813.7","216",
"509","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","25","9791162337479","77400","507.5","216",
"509","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","11","9791168090743","74510","510","216",
"509","김영하의 세계문학 원정대","기획 및 해설: 김영하 ;정보 글: 김지혜","김영사","2023","6","9791173322600","77800","809","216",
"509","열혈 세종대왕","글: 박지연,그림: 이지운","아울북(북이십일 아울북)","2025","2","9791173571305","74990","998.9","216",
"509","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","25","9791193031582","77820","823.5","216",
"516","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","16","9788937819209","77400","507.5","215",
"516","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","8","9791164062287","74830","833.6","215",
"516","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","1","9791164137176","77810","691","215",
"516","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","31","9791171174164","74900","980.2","215",
"516","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","32","9791171175475","74900","980.2","215",
"516","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","8","9791193487006","74900","001","215",
"516","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","2","9791196025809","74910","911","215",
"523","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","15","9788937899256","77400","507.5","214",
"523","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","9","9791192504568","77810","031","214",
"525","마지막 레벨 업 :윤영주 장편동화 ","지은이: 윤영주 ;그린이: 안성호","창비","2021","","9788936443177","73810","813.7","213",
"525","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","4","9788957362020","74510","510","213",
"525","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","77700","710","213",
"525","서브 ","탁정은 글 ;이명애 그림","다산북스","2025","","9791130665870","73810","813.7","213",
"525","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","2","9791171171026","74400","420","213",
"525","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","3","9791171171033","74400","420","213",
"531","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","1","9788934989257","77400","400","212",
"531","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","37","9788937838330","77400","400","212",
"531","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","20","9788937838392","77400","507.5","212",
"531","어느 날, 귀신이 되었다","글: 곽규태 ;그림: 유영근","지학사","2025","1","9791162041864","74810","813.7","212",
"531","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","6","9791168090200","74510","510","212",
"531","소맥거핀의 인체 친구들","소맥거핀 원작 ;김기수 그림","위즈덤하우스","2024","3","9791171713684","77400","511","212",
"531","(처음 읽는) 삼국지","원작: 나관중 ;그림: 한현동","미래엔","2024","1","9791173111402","77820","823.5","212",
"531","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","6","9791193031377","77890","219","212",
"531","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","4","9791197578441","74900","001","212",
"540","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","3","9788936448011","74810","813.7","211",
"540","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","38","9788937838347","77400","400","211",
"540","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","3","9791168411074","77810","810","211",
"540","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","1","9791168413078","77030","388","211",
"540","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","12","9791168417984","77490","472","211",
"540","파뿌리24","원작: 파뿌리 ;그림: 이정태","겜툰","2021","11","9791168440548","77800","810","211",
"540","행운이 구르는 속도 :김성운 창작동화 ","지은이: 김성운 ;그린이: 김성라","사계절(사계절출판사)","2024","","9791169813341","74810","813.7","211",
"540","현진에게 :이수진 창작동화 ","지은이: 이수진 ;그린이: 양양","사계절(사계절출판사)","2025","","9791169813938","74810","813.7","211",
"548","윔피 키드","제프 키니 글·그림 ;신인수 옮김","미래엔","2016","11","9788937847004","74840","843","210",
"548","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","12","9788937899225","77400","507.5","210",
"548","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","4","9788950971397","74800","219","210",
"548","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","1","9788950983079","74400","511","210",
"548","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","6","9791168411029","77490","472","210",
"548","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","4","9791196025861","74910","911","210",
"554","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","31","9788937839689","77400","400","209",
"554","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","4","9788949144542","74800","843","209",
"554","건방이의 건방진 수련기","천효정 글 ;강경수 그림","비룡소","2015-2018","4","9788949195780","74800","813.7","209",
"554","비밀의 보석 가게 마석관","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2020","1","9791164062782","74830","833.6","209",
"554","감당 못 할 전학생 ","심순 글 ;하수정 그림","마음이음","2024","","9791192183787","73810","813.7","209",
"554","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","4","9791193031209","77890","219","209",
"554","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","1","9791193031414","74810","813.5","209",
"554","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","1","9791195794799","74910","911","209",
"562","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","13","9788937899232","77400","507.5","208",
"562","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","11","9788950949778","74400","511","208",
"562","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","48","9788950987749","77720","711.4","208",
"562","타키포오 얼렁뚱땅 상식스쿨","원작: 캐릭온TV ;그림: 조수현","대원씨아이","2023","6","9791142316661","77810","031","208",
"562","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","1","9791164138005","77810","810","208",
"562","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","5","9791168413085","77810","810","208",
"562","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","16","9791173324123","77400","400","208",
"569","놓지 마 속담","글·그림: 신태훈,정보글: 김지현","김영사","2024","2","9788934908760","77700","388","207",
"569","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","6","9788936443313","73810","813.7","207",
"569","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","4","9788950983109","74400","511","207",
"569","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","9","9788950983154","74400","511","207",
"569","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","49","9788950989804","77720","711.4","207",
"569","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","52","9788950997717","77720","711.4","207",
"569","(10대를 위한) 사피엔스 :한 번에 정리하는 인류 문명의 역사 ","벵트 에릭 엥홀름 지음 ;김아영 옮김","미래엔","2021","","9791164135653","73900","900","207",
"569","요괴의 아이를 키우고 있습니다","히로시마 레이코 글 ;김지영 옮김","넥서스","2022","4","9791166839474","74830","833.6","207",
"569","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","3","9791198179982","77890","219","207",
"578","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","305","9788936443054","73810","813.7","206",
"578","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","19","9788937838385","77400","507.5","206",
"578","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","11","9788937899218","77400","507.5","206",
"578","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","57","9788950970901","77720","711.4","206",
"578","뉴욕 양말 탐정단 ","샤넬 밀러 지음 ;심연희 옮김","푸른책들","2025","","9788961709989","73840","843","206",
"578","(읽으면서 바로 써먹는) 어린이 세계 여행 ","글·그림: 한날","파란정원","2023","","9791158682798","73900","980","206",
"578","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","11","9791164063734","74830","833.6","206",
"578","천개산 패밀리","박현숙 글 ;길개 그림","특서주니어","2023","1","9791167030849","73810","813.7","206",
"578","빨간내복야코 어린이 상식 :이거 모르면 지구인 아님","원작: 빨간내복야코 ;그림: 도니패밀리","아울북","2024","1","9791171178704","74030","031","206",
"587","암행어사 박아지","천효정 글 ;호산 그림","비룡소","2024","2","9788949143026","74800","813.7","205",
"587","(박완서 동화집)자전거 도둑","박완서 글;한병호 그림","다림","2000","","9788987721217","73810","813.6","205",
"587","이상한 과자 가게 전천당 :행운의 갈림길","글: 히로시마 레이코 ;옮긴이: 김정화","길벗스쿨","2024","21","9791164068692","73830","833.6","205",
"587","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","8","9791188874217","74910","911","205",
"587","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","1","9791192504254","74810","810","205",
"592","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","35","9788937839726","77400","400","204",
"592","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","27","9788950934552","74900","980.2","204",
"592","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","56","9788950942694","77720","711.4","204",
