검색조건
대출기간,2026-01-01 ~ 2026-07-03
성별,전체
연령,3,4학년(10~11세)
지역,전체
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2026-07-04
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"208","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","1","9791168413078","77030","388","659",
"208","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","12","9791168417984","77490","472","659",
"211","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","18","9791168090811","74510","510","658",
"212","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","66","9791173571268","77720","711.4","657",
"212","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","1","9791195794799","74910","911","657",
"212","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","2","9791196025809","74910","911","657",
"215","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","5","9788957362037","74510","510","656",
"216","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","2","9791164060498","74830","833.6","655",
"217","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","2","9788934980254","77400","400","654",
"217","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","4","9788957362020","74510","510","654",
"217","수상한 이웃집 시노다","도미야스 요코 글 ;송지현 옮김","다산북스","2023","1","9791130642710","74830","833.6","654",
"217","수상한 놀이공원 천옥원 :전천당 번외편 ","글: 히로시마 레이코 ;옮긴이: 김정화","길벗스쿨","2023","","9791164065547","73830","833.6","654",
"221","5번 레인 ","은소홀 글 ;노인경 그림","문학동네","2020","","9788954674638","73810","813.7","653",
"222","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","1","9788949144511","74800","843","652",
"222","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","9","9791168418189","77810","810","652",
"224","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","17","9791168090804","74510","510","651",
"224","이상한 무인 편의점 ","서아람 글 ;안병현 그림","라곰스쿨","2024","","9791189686987","77810","813.7","651",
"226","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","3","9791168091245","74810","360","650",
"227","마법의 푸드 트럭 ","박민희 글 ;안병현 그림","라곰스쿨","2025","","9791193939222","73810","360","647",
"228","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","24","9791173573705","74810","813.7","646",
"229","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","9","9791168090231","74510","510","644",
"230","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","2","9791162041512","74810","813.7","643",
"230","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","20","9791164067183","73830","833.6","643",
"230","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","2","9791190409131","74810","813.7","643",
"233","4×4의 세계 :조우리 장편동화 ","지은이: 조우리 ;그린이: 노인경","창비","2025","","9788936443412","73810","813.7","642",
"233","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","8","9791168090224","74510","510","642",
"233","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","13","9791173476594","77890","219","642",
"236","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","10","9791168419223","77810","810","641",
"236","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","20","9791193031537","77820","823.5","641",
"238","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","1","9788934989257","77400","400","640",
"238","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","5","9788949144559","74800","843","640",
"238","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","4","9788957077627","74810","813.7","640",
"238","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","4","9791173322907","77900","909","640",
"242","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","4","9791190409261","74810","813.7","638",
"242","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","25","9791193031902","77900","909","638",
"244","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","19","9791165383053","74910","911","635",
"245","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","2","9791130637594","77700","710","634",
"245","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","9","9791188874262","74910","911","634",
"245","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","26","9791193031919","77900","909","634",
"248","반려 요괴","김영주 글 ;밤코 그림","위즈덤하우스","2024","1","9791171712670","74810","813.7","632",
"248","소맥거핀의 인체 친구들","소맥거핀 원작 ;김기수 그림","위즈덤하우스","2024","2","9791171712946","77400","511","632",
"248","소맥거핀의 인체 친구들","소맥거핀 원작 ;김기수 그림","위즈덤하우스","2024","3","9791171713684","77400","511","632",
"251","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","18","9791193031513","77820","823.5","631",
"251","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","5","9791196232160","74910","911","631",
"253","행운음원 :#소원을 들어주는 음악 ","차삼동 글 ;김지인 그림","비룡소","2025","","9788949136028","74800","813.7","630",
"253","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","4","9791192504438","74810","810","630",
"255","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","1","9791192504254","74810","810","626",
"256","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","10","9791193031940","77890","219","625",
"257","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","15","9788950969301","74400","511","624",
"257","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","8","9791168416703","77810","810","624",
"259","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","3","9791164060931","74830","833.6","623",
"259","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","16","9791165382841","74910","911","623",
"261","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","3","9791162041499","74810","813.7","622",
"262","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","77700","710","621",
"262","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","10","9791188874293","74910","911","621",
"262","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","4","9791196025861","74910","911","621",
"265","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","6","9791192504360","77810","031","620",
"265","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","6","9791193914717","74810","813.7","620",
"267","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","280","9788936442804","73810","813.7","619",
"267","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","3","9791192504261","77810","031","619",
"267","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","3","9791196025847","74910","911","619",
"270","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","5","9791193914267","74810","813.7","618",
"271","시간 유전자 ","김혜정 글 ;인디고 그림","라임","2024","","9791194028185","74810","813.7","616",
"272","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","9","9791191496635","77820","823.5","615",
"273","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","14","9791168090774","74510","510","614",
"273","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","2","9791168414921","77030","388","614",
"273","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","1","9791190409124","74810","813.7","614",
"276","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","37","9791168412637","77400","507.5","612",
"277","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","2","9791164139910","77810","810","611",
"277","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","3","9791193031438","74810","813.5","611",
"279","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","14","9791191496697","77820","823.5","610",
"279","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","15","9791191496727","77820","823.5","610",
"281","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","36","9791173572128","74900","980.2","608",
"281","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","5","9791191496130","77820","823.5","608",
"283","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","23","9791173571978","74810","813.7","604",
"283","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","2","9791192504230","77810","031","604",
"283","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","6","9791196893170","77900","909","604",
"286","어느 날 문이 사라졌다 ","김은영 글 ;메 그림","문학동네","2025","","9791141608880","73810","813.7","603",
"287","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","65","9791171179138","77720","711.4","602",
"288","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","4","9791191496062","77820","823.5","601",
"289","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","2","9788949144528","74800","843","600",
"289","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","14","9788950968519","74400","511","600",
"289","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","11","9791173474705","77810","810","600",
"289","(정승제의) 수학 대모험","글: 설민석,박지영","단꿈아이","2025","1","9791194616412","74410","410","600",
"293","크리스마스 날 하늘 마을에서 온 택배 ","글: 김경미 ;그림: 김무연","따끈따끈책방","2024","","9791198511591","74810","813.7","599",
"294","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","7","9791130657806","74810","813.7","598",
"294","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","6","9791191496154","77820","823.5","598",
"296","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","6","9788949144566","74800","843","596",
"296","내가 할배냥 ","홍민정 글 ;하민석 그림","김영사","2025","","9791173321009","73810","813.7","596",
"298","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","0","9788934938224","77400","400","595",
"298","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","2","9791193031421","74810","813.5","595",
"300","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","13","9788950968502","74400","511","594",
"300","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","1","9788950983079","74400","511","594",
"302","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","7","9791168090217","74510","510","593",
"302","별별 직업 상담소 ","요시타케 신스케 글·그림 ;권남희 옮김","김영사","2025","","9791173320927","77830","321.55","593",
"304","(읽으면서 바로 써먹는) 어린이 초등 교과 어휘 ","글·그림: 한날","파란정원","2025","","9791158682965","73700","714","592",
"304","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","3","9791168411074","77810","810","592",
"304","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","1","9791193031414","74810","813.5","592",
"304","미스터리 보건실 냥쌤","주미 글 ;김이주 그림","Dolphin Books(돌핀북)","2025","1","9791193487082","74810","813.7","592",
"308","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","77700","710","591",
"308","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","4","9791168412132","77810","810","591",
"308","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","6","9791168414860","77810","810","591",
"308","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","8","9791191496598","77820","823.5","591",
"308","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","7","9791192504407","77810","031","591",
"313","빨간내복야코 어린이 상식 :이거 모르면 지구인 아님","원작: 빨간내복야코 ;그림: 도니패밀리","아울북","2024","2","9791173571749","74030","031","590",
"313","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","5","9791192504339","77810","031","590",
"315","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","7","9791168415379","77810","810","589",
"316","Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;정보글: 최은하","아울북(북이십일 아울북)","2018","37","9791173573903","74900","980.2","587",
"316","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","4","9791196893118","77900","909","587",
"318","세금 내는 아이들 ","옥효진 글 ;김미연 그림","한경BP","2021","","9788947547260","73320","327","586",
"318","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","1","9791164138005","77810","810","586",
"318","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","64","9791171178186","77720","711.4","586",
"321","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","10","9791168415539","77490","472","585",
"321","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","16","9791193031490","77820","823.5","585",
"323","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","11","9791168416840","77490","472","584",
"323","우정 챌린지 ","글: 박상기 ;그림: 불곰","소원나무","2025","","9791193207895","74800","813.7","584",
"323","마이 가디언 ","이재문 글 ;무디 그림","이지북","2024","","9791193914519","74810","813.7","584",
"326","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","1","9791171171019","74400","420","583",
"326","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","8","9791192504483","77810","031","583",
"328","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","4","9788949144542","74800","843","580",
"329","호랑이를 부탁해 :설상록 장편동화 ","글쓴이: 설상록 ;그린이: 메","비룡소","2025","","9788949122083","74800","813.7","579",
"329","(시원하게 도와주는) 북극곰 센터 ","황지영 글 ;박소연 그림","인플루엔셜","2024","","9791168341623","74810","813.7","579",
"329","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","6","9791171174805","74400","420","579",
"329","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","4","9791193031445","74810","813.5","579",
"333","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","13","9791191496680","77820","823.5","578",
"334","수상한 이웃집 시노다","도미야스 요코 글 ;송지현 옮김","다산북스","2023","2","9791130642727","74830","833.6","577",
"334","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","10","9791191496659","77820","823.5","577",
"334","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","19","9791193031520","77820","823.5","577",
"337","후덜덜 식당 ","글: 강효미 ;그림: 유영근","지학사","2023","3","9791162041697","74810","813.7","576",
"337","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","4","9791192504278","77810","031","576",
"339","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","5","9791173479977","74810","980.2","574",
"340","빨간내복야코 어린이 상식 :이거 모르면 지구인 아님","원작: 빨간내복야코 ;그림: 도니패밀리","아울북","2024","1","9791171178704","74030","031","573",
"340","소맥거핀의 인체 친구들","소맥거핀 원작 ;김기수 그림","위즈덤하우스","2024","1","9791171712465","77400","511","573",
"342","천재 의사 시건방 :슈퍼 초능력 판타지","글: 강효미 ;그림: 유영근","머스트비","2024","3","9791160342451","74810","813.7","572",
"342","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","43","9791173470967","77400","507.5","572",
"342","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","5","9791192504759","74810","810","572",
"345","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","23","9791193031803","77900","909","571",
"346","천재 의사 시건방 :슈퍼 초능력 판타지","글: 강효미 ;그림: 유영근","머스트비","2024","1","9791160342147","74810","813.7","570",
"346","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","7","9791191496185","77820","823.5","570",
"348","어느 날, 귀신이 되었다","글: 곽규태 ;그림: 유영근","지학사","2025","1","9791162041864","74810","813.7","569",
"348","수상한 놀이공원 천옥원 :전천당 번외편","글: 히로시마 레이코 글 ;옮긴이: 김정화","길벗스쿨","2025","2","9791164068890","73830","833.6","569",
"348","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","15","9791165382704","74910","911","569",
"348","무적 이순신","글: 박지연,그림: 정수영","아울북(북이십일 아울북)","2023","5","9791173571442","77990","998.3","569",
"348","이상한 무인 문구점 ","서아람 글 ;안병현 그림","라곰스쿨","2023","","9791189686895","77810","813.7","569",
"348","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","24","9791193031810","77900","909","569",
"348","이상한 무인 사진관 ","서아람 글 ;안병현 그림","라곰스쿨","2024","","9791193939031","77810","813.7","569",
"355","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","4","9791164060948","74830","833.6","568",
"355","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","20","9791165383114","74910","911","568",
"357","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","6","9791193031377","77890","219","567",
"357","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","9","9791193031711","77890","219","567",
"359","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","7","9791193031612","77890","219","566",
"360","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","25","9791173575129","74810","813.7","564",
"361","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","2","9791171171026","74400","420","562",
"361","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","5","9791196893132","77900","909","562",
"363","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","2","9788950983086","74400","511","561",
"364","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","1","9791197578410","74900","001","560",
"365","진실한 동물도감 ","글쓴이: 최형선 ;그린이: 차야다","인플루엔셜","2025","","9791168343146","74490","491","559",
"365","행운이 구르는 속도 :김성운 창작동화 ","지은이: 김성운 ;그린이: 김성라","사계절(사계절출판사)","2024","","9791169813341","74810","813.7","559",
"367","내 인생 최악의 일주일 ","지은이: 이바 아모리스,옮긴이: 김영진","비룡소","2024","3","9788949144535","74800","843","558",
"367","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","12","9791188874460","74910","911","558",
"369","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","6","9791188874088","74910","911","556",
"369","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","11","9791191496666","77820","823.5","556",
"369","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","20","9791193031230","77900","909","556",
"372","(유현준의) 세계 건축 대모험 :창의력을 키우는 어린이 건축 동화","글: 강지혜 ;그림: 불곰","북이십일 아울북","2025","1","9791173572166","74900","540","555",
"372","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","4","9791193031209","77890","219","555",
"374","오싹오싹 친구들! 공포의 편도선 ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2025","","9788964965399","73840","843","554",
"374","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","14","9791165382674","74910","911","554",
"376","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","38","9791168414976","77400","507.5","553",
"376","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","8","9791193031667","77890","219","553",
"376","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","7","9791196893187","77900","909","553",
"379","단톡방을 나갔습니다 ","글: 신은영 ;그림: 히쩌미","소원나무","2022","","9791170441229","74810","813.7","552",
"380","혹시나 세탁소","이은재 글 ;고형주 그림","김영사","2024","1","9788934924357","73810","813.7","551",
"380","어느 날, 귀신이 되었다","글: 곽규태 ;그림: 유영근","지학사","2025","2","9791162041925","74810","813.7","551",
"380","야옹이 수영 교실 ","신현경 글 ;노예지 그림","인플루엔셜","2023","","9791168341180","77810","813.7","551",
"383","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","12","9791191496673","77820","823.5","550",
"384","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","3","9788950983093","74400","511","549",
"384","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","63","9791171176458","77720","711.4","549",
"384","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","16","9791173324123","77400","400","549",
"384","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","19","9791193031223","77900","909","549",
"388","변비 탐정 실룩","이나영 글 ;박소연 그림","인플루엔셜","2023","4","9791168342422","74810","813.7","548",
"388","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","6","9791168411029","77490","472","548",
"388","무적 이순신","글: 박지연,그림: 정수영","아울북(북이십일 아울북)","2023","1","9791171172696","77990","998.3","548",
"388","4학년 4춘기 ","글: 양승현 ;그림: 나오미양","소원나무","2024","","9791193207444","74800","813.7","548",
"392","(뜨겁게 도와주는) 북극곰 센터 ","황지영 글 ;박소연 그림","인플루엔셜","2025","","9791168342811","74810","813.7","547",
"392","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","3","9791171171033","74400","420","547",
"392","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","8","9791196893194","77900","909","547",
"395","반려 요괴","김영주 글 ;밤코 그림","위즈덤하우스","2024","3","9791171714315","74810","813.7","546",
"396","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","5","9791164062065","74830","833.6","545",
"397","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","5","9791168413085","77810","810","544",
"397","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","42","9791168418974","77400","507.5","544",
"399","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","1","9788934990987","77700","714","543",
"399","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","9","9791191496017","77900","909","543",
"399","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","2","9791191496949","77890","219","543",
"402","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","2","9788934989882","77700","714","542",
"402","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","4","9788950983109","74400","511","542",
"404","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","17","9791175483972","77490","472","541",
"405","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","5","9791171171057","74400","420","540",
"405","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","11","9791188874385","74910","911","540",
"407","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","9","9791168415157","77490","472","538",
"407","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","10","9791168415744","77890","219","538",
"407","무적 이순신","글: 박지연,그림: 정수영","아울북(북이십일 아울북)","2023","2","9791171174744","77990","998.3","538",
"407","반려 요괴","김영주 글 ;밤코 그림","위즈덤하우스","2024","2","9791171712687","74810","813.7","538",
"407","열혈 세종대왕","글: 박지연,그림: 이지운","아울북(북이십일 아울북)","2025","1","9791173571299","74990","998.9","538",
"407","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","4","9791190630016","74900","594","538",
"413","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","13","9791165382650","74910","911","537",
"413","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","21","9791171178346","74810","813.7","537",
"413","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","14","9791175484887","77400","400","537",
