검색조건
대출기간,2026-01-01 ~ 2026-07-03
성별,전체
연령,3,4학년(10~11세)
지역,전체
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2026-07-04
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"21","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","8","9791168414822","77400","400","1,118",
"22","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","3","9791164134267","77810","810","1,117",
"23","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","10","9791168416598","77400","400","1,097",
"24","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","2","9791164132454","77810","810","1,096",
"25","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","7","9791168413931","77400","400","1,083",
"26","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","12","9791168419018","77400","400","1,080",
"27","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","14","9791173321610","77400","400","1,068",
"28","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","6","9791168411852","77400","400","1,043",
"29","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","4","9791168416314","74810","813.5","1,028",
"30","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","19","9791171712267","77400","408","1,023",
"31","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","1","9791164131686","77810","810","1,019",
"32","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","7","9791173473869","74810","813.5","1,017",
"33","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","13","9791173320101","77400","400","1,003",
"34","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","2","9791164137121","77400","400","991",
"34","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","3","9791164137923","77400","400","991",
"36","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","5","9791168410848","77400","400","982",
"37","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","1","9791164136032","77400","400","980",
"38","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","4","9791164138982","77400","400","973",
"39","흔한남매 이무기 :이해하면 무서운 이야기","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2023","3","9791173477263","77810","810","966",
"40","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","34","9791194616030","74910","911","962",
"41","흔한남매 이무기 :이해하면 무서운 이야기","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2023","2","9791168418516","77810","810","955",
"42","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","32","9791194616016","74910","911","949",
"43","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","6","9791168418950","74810","813.5","945",
"44","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","16","9791173479946","77490","472","944",
"45","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","15","9791173322914","77400","400","936",
"46","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","11","9788934935193","77400","400","933",
"46","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","18","9791168126336","77400","408","933",
"46","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","3","9791168415034","74810","813.5","933",
"49","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","22","9791168091535","74510","510","919",
"50","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","5","9791168415331","74810","813.5","918",
"51","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","33","9791194616023","74910","911","917",
"52","너구리 라면 가게 ","글: 최설희 ;그림: 김덕영","다산북스","2025","","9791130664606","77810","813.7","912",
"53","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","23","9791168091542","74510","510","905",
"54","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","1","9791167390615","74810","813.7","902",
"55","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","7","9791198948762","74810","813.7","895",
"56","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","10","9788934905851","77400","400","886",
"57","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","15","9791173476259","77490","472","885",
"58","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","7","9788936448752","73810","813.7","875",
"58","흔한남매 오해요 :귀염 뽀짝 부캐들과 펼치는 초단편 콩트 만화 ","원작: 흔한남매 ;그림: 유난희","미래엔","2022","","9791168410930","77810","810","875",
"60","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","12","9791194330592","77400","400","870",
"61","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","1","9791168412248","74810","813.5","864",
"61","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","2","9791168413955","74810","813.5","864",
"61","이상한 무인 아이스크림 가게 ","서아람 글 ;안병현 그림","라곰스쿨","2023","","9791189686710","73810","813.7","864",
"64","언제나 다정 죽집 ","우신영 글 ;서영 그림","비룡소","2024","","9788949122076","74800","813.7","862",
"65","빨간내복야코 안 읽으면 완전 위험한 과학책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","2","9791171713417","77400","400","860",
"66","흔한남매 이무기 :이해하면 무서운 이야기","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2023","1","9791168415577","77810","810","853",
"67","빨간내복야코 안 읽으면 완전 위험한 과학책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","3","9791171714469","77400","400","852",
"68","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","1","9791130698137","74810","813.7","846",
"69","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","1","9788936448097","74810","813.7","841",
"70","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","21","9791168091528","74510","510","839",
"71","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","1","9788957361900","74510","510","836",
"72","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","9","9791167391391","74810","813.7","835",
"73","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","31","9791193031742","74910","911","829",
"74","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","5","9791168411692","77810","691","826",
"75","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","3","9791168417786","77400","400","823",
"76","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","6","9788936448844","73810","813.7","822",
"76","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","2","9788965466970","73810","813.7","822",
"76","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","5","9788965467519","73810","813.7","822",
"79","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","14","9791173119262","77490","472","816",
"80","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","1","9788965466833","73810","813.7","812",
"81","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","4","9791168410541","77810","691","805",
"82","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","5","9788936448370","73810","813.7","803",
"83","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","9","9788934946625","77400","400","796",
"83","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","8","9791168091290","74810","360","796",
"85","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","8","9788934979814","77400","400","795",
"85","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","6","9791173476051","77400","400","795",
"87","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","20","9791173479939","77810","810","792",
"88","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","4","9788965467250","73810","813.7","790",
"89","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","4","9791168418462","77400","400","787",
"90","긴긴밤 ","루리 글·그림","문학동네","2021","","9788954677158","73810","813.7","784",
"90","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","3","9791164138715","77810","691","784",
"92","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","6","9788936448523","73810","813.7","783",
"93","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","30","9791193031681","74910","911","779",
"94","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","2","9788936447861","74810","813.7","778",
"95","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","1","9791164134649","74810","816.7","776",
"96","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","5","9791162041949","74810","813.7","774",
"97","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","7","9791168091283","74810","360","771",
"98","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","2","9791168415188","77400","400","770",
"99","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","2","9788936448172","74810","813.7","769",
"99","빨간내복야코 안 읽으면 완전 위험한 과학책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","1","9791171712793","77400","400","769",
"99","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","28","9791193031452","74910","911","769",
"102","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","4","9791168417656","77030","388","766",
"102","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","27","9791193031100","74910","911","766",
"104","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","3","9788965467083","73810","813.7","764",
"105","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","5","9791173111686","77400","400","761",
"106","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","4","9788934926924","77700","711","759",
"106","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","6","9791168091276","74810","360","759",
"106","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","29","9791193031636","74910","911","759",
"109","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","2","9791167390646","74810","813.7","758",
"110","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","3","9788936448264","74810","813.7","756",
"111","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","2","9791130698427","74810","813.7","755",
"112","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","3","9788936448011","74810","813.7","753",
"113","(흔한남매) 흔한 게임","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2024","2","9791173470660","77810","810","749",
"114","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","4","9791167390837","74810","813.7","747",
"114","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","6","9791167391018","74810","813.7","747",
"116","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","4","9791173470615","74810","980.2","746",
"117","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","1","9788936447694","74810","813.7","744",
"117","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","5","9791130664279","74810","813.7","744",
"119","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","2","9791164135158","74810","816.7","742",
"119","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","2","9791164137879","77810","691","742",
"119","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","3","9791167390691","74810","813.7","742",
"122","최악의 최애 ","김다노 글 ;남수현 그림","다산북스","2024","","9791130650470","73810","813.7","740",
"123","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","3","9788957361993","74510","510","739",
"124","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","3","9791164136223","74810","816.7","735",
"124","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","1","9791168415355","74810","980.2","735",
"126","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","35","9791194616047","74910","911","734",
"127","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","5","9788936448608","73810","813.7","733",
"127","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","1","9791164137176","77810","691","733",
"129","신기한 맛 도깨비 식당","김용세,센개 그림","꿈터","2022","5","9791167390929","74810","813.7","732",
"130","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","4","9788936448134","74810","813.7","731",
"130","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","24","9791198179913","74910","911","731",
"132","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","22","9791191496604","74910","911","729",
"132","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","23","9791191496642","74910","911","729",
"134","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","6","9791193031957","74810","813.5","728",
"135","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","20","9791168090835","74510","510","726",
"135","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","3","9791168415591","77030","388","726",
"137","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","3","9791130650951","74810","813.7","723",
"138","이상한 무인 라면 가게 ","서아람 글 ;안병현 그림","라곰스쿨","2025","","9791193939253","77810","813.7","721",
"139","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","8","9791130666310","74810","813.7","720",
"140","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","4","9788936448493","74810","813.7","719",
"141","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","1","9791168091221","74810","360","718",
"142","후덜덜 식당 ","글: 강효미 ;그림: 유영근","지학사","2023","1","9791162041475","74810","813.7","717",
"142","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","2","9791168091238","74810","360","717",
"142","내 멋대로 급식 뽑기 ","최은옥 글 ;김무연 그림","김영사","2025","","9791173322686","73810","813.7","717",
"142","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","6","9791198511577","74810","813.7","717",
"146","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","21","9791191496208","74910","911","716",
"146","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","3","9791192504384","74810","810","716",
"148","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","17","9788950983499","74400","511","714",
"149","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","11","9791168090743","74510","510","713",
"150","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","1","9791168415171","77400","400","712",
"151","빨간내복야코 맞춤법 절대 안 틀리는 책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","1","9791171711451","73710","711","705",
"151","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","5","9791193031704","74810","813.5","705",
"153","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","13","9791168418783","77490","472","703",
"154","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","2","9791168416628","74810","980.2","702",
"155","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","25","9791193031025","74910","911","701",
"156","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","6","9791168090200","74510","510","698",
"156","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","2","9791191496024","77820","823.5","698",
"158","어린 왕자","생텍쥐페리 지음;김숙 그림","가나출판사","2003","2","9788957361955","74860","863","697",
"158","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","3","9791168418424","74810","980.2","697",
"158","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","21","9791193031544","77820","823.5","697",
"161","다판다 편의점","강효미 글 ;밤코 그림","다산북스","2025","2","9791130667546","74810","813.7","696",
"162","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","4","9791162041772","74810","813.7","695",
"162","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","4","9791168091252","74810","360","695",
"162","(흔한남매) 흔한 게임","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2024","1","9791168418905","77810","810","695",
"165","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","1","9791162041376","74810","813.7","694",
"166","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","3","9791173321757","77900","909","693",
"167","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","19","9791168090828","74510","510","692",
"167","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","24","9791168091559","74510","510","692",
"169","컵라면은 절대로 불어선 안 돼 ","김지완 글 ;김지형 그림","문학동네","2025","","9791141612306","73810","813.7","691",
"170","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","13","9791168090767","74510","510","689",
"171","변호사 어벤저스 :어린이 법학 동화","글: 고희정 ;그림: 최미란","가나문화콘텐츠","2024","5","9791168091269","74810","360","688",
"171","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","2","9791192504322","74810","810","688",
"173","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","12","9791168090750","74510","510","686",
"173","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","1","9791197226199","77820","823.5","686",
"175","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","5","9791173113444","77030","388","685",
"175","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","5","9791173320385","77700","711","685",
"177","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","16","9791168090798","74510","510","684",
"178","흔한남매 과학 탐험대","원작: 흔한남매 ;임혜영","김영사","2021","7","9788934944546","77400","400","683",
"178","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","22","9791193031551","77820","823.5","683",
"180","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","26","9791193031094","74910","911","682",
"180","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","11","9791194616054","77890","219","682",
"182","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","1","9791164060481","74830","833.6","681",
"182","과자 사면 과학 드립니다 ","정윤선 글 ;시미씨 그림","풀빛","2025","","9791194636212","73400","400","681",
"184","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","17","9791193031506","77820","823.5","680",
"185","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","4","9791130655192","74810","813.7","678",
"185","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","15","9791168090781","74510","510","678",
"187","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","1","9788934942641","77700","711","676",
"187","학교 옆 만능빌딩 ","이현지 글 ;김민우 그림","비룡소","2025","","9788949162621","74800","813.7","676",
"187","다판다 편의점","강효미 글 ;밤코 그림","다산북스","2025","1","9791130662985","74810","813.7","676",
"190","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","1","9788934941330","77900","909","675",
"190","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","23","9791193031568","77820","823.5","675",
"192","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","3","9788934908296","77700","711","674",
"192","후덜덜 식당 ","글: 강효미 ;그림: 유영근","지학사","2023","2","9791162041567","74810","813.7","674",
"192","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","2","9791173320224","77900","909","674",
"192","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","7","9791193031964","74810","813.5","674",
"192","(설민석의) 그리스 로마 신화 대모험","글: 설민석,스튜디오 담","Dankkum i(단꿈아이)","2022","12","9791194616276","77890","219","674",
"197","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","5","9791190409384","74810","813.7","673",
"197","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","9","9791192504568","77810","031","673",
"199","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","10","9791168090248","74510","510","672",
"200","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","3","9791190409148","74810","813.7","667",
"201","정재승의 인간 탐구 보고서","글: 정재은,특대호 원고: 오경은","아울북(북이십일 아울북)","2019","16","9788950983482","74400","511","666",
"202","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","17","9791165382940","74910","911","665",
"202","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","67","9791173573019","77720","711.4","665",
"204","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","3","9791191496048","77820","823.5","664",
"205","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","2","9788957072394","74810","813.7","661",
"205","빨간내복야코 맞춤법 절대 안 틀리는 책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","2","9791171712328","73710","711","661",
"207","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","7","9791199398122","74810","813.7","660",
"208","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","3","9788957073483","74810","813.7","659",
