검색조건
대출기간,2026-01-01 ~ 2026-07-03
성별,전체
연령,유아(6~7세)
지역,전체
ISBN 부가기호,아동
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2026-07-04
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"209","빵도둑과 수상한 프랑스빵 ","시바타 케이코 글·그림 ;황진희 옮김","길벗어린이","2023","","9788955827019","74800","833.6","331",
"209","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","3","9791168414068","77490","472","331",
"212","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","77810","813.7","330",
"212","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","8","9791168414822","77400","400","330",
"214","다 고쳐요! 달퐁 병원 ","송은미 글 ;안선선 그림","달리","2023","","9788959984688","77810","813.7","329",
"214","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","1","9791164135226","77890","219","329",
"216","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","6","9791164139927","77890","219","328",
"217","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","4","9788950983710","74810","813.7","327",
"217","꽁꽁꽁 피자 ","윤정주 글·그림","책읽는곰","2020","","9791158361907","77810","813.7","327",
"217","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","2","9791164135851","77890","219","327",
"220","꿀꺽 소파 대소동 ","보람 글·그림","길벗어린이","2025","","9788955828016","74810","813.7","326",
"220","오싹오싹 친구들! 공포의 편도선 ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2025","","9788964965399","73840","843","326",
"220","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","3","9791130696577","74810","813.7","326",
"220","호랭 할매 떡국 ","글·그림: 벼레","제제의숲","2025","","9791158733452","77810","813.7","326",
"220","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","11","9791168417823","77890","219","326",
"220","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","7","9791173473869","74810","813.5","326",
"226","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","2","9791168411784","77490","472","323",
"226","대단한 참외씨 ","임수정 글 ;전미화 그림","한울림어린이","2019","","9791187517900","77810","813.7","323",
"228","틀리면 어떡해? ","김영진 글·그림","길벗어린이","2019","","9788955824896","77810","813.7","322",
"228","(야옹야옹 고양이 친구들) 여름을 부탁해! :토마쓰리 그림책 ","토마쓰리 글·그림","길벗어린이","2025","","9788955828030","74810","813.7","322",
"228","꽁꽁꽁 아이스크림 :윤정주 그림책 ","윤정주","책읽는곰","2022","91","9791158363499","77810","813.7","322",
"228","나무 이발사 :정네모 그림책 ","지은이: 정네모","창비교육","2025","","9791165703639","77810","813.7","322",
"232","할머니의 용궁 여행 ","권민조 글·그림","천개의바람","2020","","9791190077439","77810","813.7","321",
"233","변비 탐정 실룩","이나영 글 ;박소연 그림","인플루엔셜","2023","3","9791168341852","74810","813.7","320",
"233","에그박사와 공룡 에그 ","원작: 에그박사 ;그림: 도니패밀리","미래엔","2023","","9791168416611","77490","457","320",
"233","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","12","9791168419018","77400","400","320",
"236","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","3","9791192504261","77810","031","319",
"236","왔구마 :고구마구마","글: 조주희,이두희","킨더랜드","2023","1","9791192759395","74810","813.7","319",
"238","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","2","9788950976866","77720","711.4","318",
"238","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","5","9788950983727","74810","813.7","318",
"238","까칠한 포도 ","조리 존 글 ;김경희 옮김","길벗어린이","2025","","9788955828139","74840","843","318",
"238","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","1","9791164137503","77830","830","318",
"238","흔한남매 이무기 :이해하면 무서운 이야기","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2023","2","9791168418516","77810","810","318",
"243","사자마트 ","김유 글 ;소복이 그림","천개의바람","2023","","9791165734091","77810","813.7","317",
"244","변비 탐정 실룩","이나영 글 ;박소연 그림","인플루엔셜","2023","2","9791168341340","74810","813.7","315",
"244","(흔한남매) 흔한 게임","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2024","1","9791168418905","77810","810","315",
"244","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","5","9791173111686","77400","400","315",
"247","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","4","9791130644318","74810","813.7","314",
"247","욕심은 그만, 레이스 장갑! :유설화 그림책 ","유설화","책읽는곰","2022","","9791158363154","77810","813.7","314",
"247","오싹오싹 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2023","97","9791158364083","77810","813.7","314",
"250","딸기가 좋아! 토끼 베이커리 ","글·그림: 마츠오 리카코 ;옮김: 문지연","지학사아르볼","2021","","9791162040997","77830","833.6","313",
"251","문어 목욕탕 ","최민지 글·그림","노란상상","2018","","9791188867127","77810","813.7","312",
"251","사과는 이렇게 하는 거야 ","데이비드 라로셀 글 ;이다랑 옮김","제이포럼","2023","","9791197525377","73840","189","312",
"253","괜찮아 아저씨 ","김경희 글·그림","비룡소","2017","","9788949105048","74800","813.7","311",
"253","꽁꽁꽁 캠핑 :윤정주 그림책 ","윤정주","책읽는곰","2023","98","9791158364120","77810","813.7","311",
"255","시계탕 :권정민 그림책 ","글·그림: 권정민","웅진씽크빅","2025","","9788901293905","74800","813.7","310",
"255","꽁꽁꽁 ","윤정주 글·그림","책읽는곰","2016","","9791158360276","77810","813.7","310",
"255","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","2","9791164135158","74810","816.7","310",
"258","꽃에서 나온 코끼리 ","황K","책읽는곰","2016","","9791158360337","77810","813.7","309",
"258","두근두근 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2022","88","9791158363178","77810","813.7","309",
"260","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","4","9788950971397","74800","219","308",
"260","두더지의 소원 :김상근 그림책 ","글·그림: 김상근","사계절","2017","","9791160940046","77810","813.7","308",
"262","고양이 해결사 깜냥","홍민정 동화 ;김재희 그림","창비","2020","8","9788936448950","73810","813.7","307",
"262","(흔한남매) 별난 방탈출 :탈출 미션 스토리북","흔한남매 원작 ;차차 그림","미래엔","2020","5","9791168411692","77810","691","307",
"262","똥볶이 할멈 :K-히어로 판타지","글: 강효미 ;그림: 김무연","따끈따끈책방","2021","7","9791198948762","74810","813.7","307",
"265","내 엉덩이는 내가 책임진다 ","강정연 글 ;차야다 그림","다산북스","2025","","9791130663258","73810","813.7","306",
"265","오싹오싹 키즈 카페 :김용희 그림책 ","김용희","책읽는곰","2024","","9791158365097","77810","813.7","306",
"265","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","3","9791164136667","77890","219","306",
"265","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","4","9791164137893","77890","219","306",
"269","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","8","9788950993566","74810","813.7","305",
"269","슈퍼 거북 ","유설화 글·그림","책읽는곰","2014","15","9788993242980","77810","813.7","305",
"271","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","6","9788950993542","74810","813.7","304",
"271","벚꽃 수영장 ","신현경 글 ;노예지 그림","인플루엔셜","2024","","9791168341753","77810","813.7","304",
"271","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","2","9791168416628","74810","980.2","304",
"274","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","2","9788950971373","74800","219","303",
"274","우리 과자 왕중왕전 ","안선선 글 ;벼레 그림","달리","2025","","9788959985067","77810","594","303",
"274","대장 토끼는 나다운 게 좋아 ","큐라이스 글·그림 ;황진희 옮김","토토북","2021","","9788964964422","77830","833.6","303",
"277","홀짝홀짝 호로록 :손소영 그림책 ","글·그림: 손소영","창비","2024","","9788936429126","77810","813.7","302",
"277","엉뚱한 문방구 ","글·그림: 간장","제제의숲","2022","","9791158732417","77810","813.7","302",
"279","빵도둑 꼬마 주먹밥 길을 떠나다 ","시바타 케이코 글·그림 ;황진희 옮김","길벗어린이","2024","","9788955827613","74800","833.6","301",
"279","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","5","9791130648040","74810","813.7","301",
"279","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","5","9791168418431","77490","472","301",
"279","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","18","9791171173310","74810","813.7","301",
"279","아이스크림 걸음! ","박종진 씀 ;송선옥 그림","소원나무","2018","","9791186531778","74810","813.7","301",
"284","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","5","9791164138920","77890","219","300",
"284","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","6","9791168418950","74810","813.5","300",
"286","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","16","9788950982218","74810","813.7","299",
"286","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","1","9791190786508","74810","813.7","299",
"288","바다가 좋아! 토끼 베이커리 ","글·그림: 마츠오 리카코 ;옮김: 문지연","지학사아르볼","2021","","9791162041178","77830","833.6","298",
"289","(흔한남매) 안 흔한 일기","흔한남매 원작 ;조병주 그림","미래엔","2020","3","9791164136223","74810","816.7","297",
"289","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","7","9791168411333","77890","219","297",
"289","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","8","9791168412712","77890","219","297",
"289","(똥볶이 할멈의) 힘 주는 말 ","글: 강효미 ;그림: 김무연","따끈따끈책방","2025","","9791198948724","77810","199","297",
"293","용기를 내, 비닐장갑! :유설화 그림책 ","유설화","책읽는곰","2021","75","9791158362249","77810","813.7","296",
"293","무궁화꽃이 피었습니다 ","글: 천미진 ;그림: 강은옥","키즈엠","2019","","9791164630295","74810","813.7","296",
"293","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","17","9791171171330","74810","813.7","296",
"293","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","4","9791192504278","77810","031","296",
"297","동백 호빵 :백유연 그림책 ","글·그림: 백유연","웅진씽크빅","2024","","9788901290706","74810","813.7","295",
"297","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","10","9788950993580","74810","813.7","295",
"297","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","12","9791168418554","77890","219","295",
"297","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","23","9791173571978","74810","813.7","295",
"301","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","9","9788950993573","74810","813.7","294",
"301","태극기 다는 날 ","김용란 글 ;강지영 그림","한솔교육","2013","","9788953587458","74030","999","294",
"301","빵도둑 ","시바타 케이코 글·그림 ;황진희 옮김","길벗어린이","2021","","9788955825961","77830","833.6","294",
"301","꽁꽁꽁 좀비 ","윤정주 글·그림","책읽는곰","2021","78","9791158362478","77810","813.7","294",
"301","브레드이발소 =Bread barbershop","원작·그림: 몬스터스튜디오","한솔수북","2020","3","9791170287339","77810","813.7","294",
"301","공룡 도시 ","글·그림: 이은지","Who's Got My Tail(후즈갓마이테일)","2025","","9791190007733","77810","813.7","294",
"307","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","12","9788950905682","74810","813.7","291",
"307","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","3","9788950976873","77720","711.4","291",
"307","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","9","9791168411937","77890","219","291",
"310","내 멋대로 빵빵빵빵 :김지안 그림책 ","글·그림: 김지안","웅진씽크빅","2025","","9788901295428","74800","813.7","290",
"310","나도 피자 :강수린 그림책 ","글·그림: 강수린","북멘토","2025","","9788963196596","77810","813.7","290",
"310","엄마 까투리 ","권정생 글 ;김세현 그림","낮은산","2008","","9788989646488","77810","813.6","290",
"310","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","6","9791173476051","77400","400","290",
"314","겨울이 좋아! 토끼 베이커리 ","글·그림: 마츠오 리카코 ;옮김: 김숙","지학사아르볼","2022","","9791162041345","77830","833.6","289",
"314","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","3","9791168418424","74810","980.2","289",
"314","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","22","9791171179794","74810","813.7","289",
"317","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","13","9788950941970","74810","813.7","288",
"317","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","15","9788950944988","74810","813.7","288",
"317","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","14","9788950991463","74810","813.7","288",
"317","엉덩이탐정 :뿡뿡 사라진 과자를 찾아라! ","트롤 글·그림 ;전경아 옮김","문학수첩리틀북","2015","1","9788959761654","77830","833.6","288",
"317","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","2","9791130637594","77700","710","288",
"317","꽁꽁꽁 피자 ","윤정주 글·그림","책읽는곰","2020","69","9791158361907","77810","813.7","288",
"317","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","5","9791192504339","77810","031","288",
"317","나쁜 일이 있어도 나쁜 날은 아니야 ","글: 정문정 ;그림: 피도크","서교책방","2026","","9791199555136","77810","181","288",
"325","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","11","9788950900175","74810","813.7","287",
"325","인사를 나눠 드립니다 :이한재 그림책 ","지은이: 이한재","킨더랜드","2021","","9788956180342","77810","813.7","287",
"325","개구리 수영장 :이소라 그림책 ","글·그림: 이소라","노란돼지","2025","","9791159955051","77810","813.7","287",
"328","엉덩이탐정","트롤 글·그림 ;전경아 옮김","문학수첩리틀북","2020","6","9788959762415","77830","833.6","286",
"328","산타 목욕탕 :김은비 그림책 ","글·그림: 김은비","북멘토","2025","","9788963196428","77810","813.7","286",
"328","슈퍼 토끼 :유설화 그림책 ","유설화 글·그림","책읽는곰","2020","68","9791158361839","77810","813.7","286",
"331","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","20","9791171176649","74810","813.7","285",
"332","(흔한 남매) 세계사 탐험대","원작: 흔한남매,그림: 팀키즈","김영사","2024","1","9788934941330","77900","909","284",
"332","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","2","9791164139651","77830","830","284",
"332","나는 문어 :서수인 그림책 ","글·그림: 서수인","위즈덤하우스","2025","","9791194770077","77810","813.7","284",
"335","친구의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2021","","9788901251226","74800","813.7","283",
"335","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","2","9791191119114","74810","813.7","283",
"337","나는 안내견이야 ","표영민 글 ;조원희 그림","한울림","2022","","9791191973099","77810","813.7","282",
"338","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","77700","710","281",
"338","다람쥐 할머니의 시간 :서영 그림책 ","글·그림: 서영","위스덤하우스","2025","","9791194770251","77810","813.7","281",
"340","대장 토끼는 포기하지 않아 ","큐라이스 글·그림 ;황진희 옮김","토토북","2020","","9788964964194","77830","833.6","280",
"341","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","3","9788950971380","74800","219","279",
"341","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","7","9788950993559","74810","813.7","279",
"341","얼렁뚱땅 피자 배달 ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2025","","9791158365400","77830","833.6","279",
"341","내 보물 ㅎㅎㅎ :김지영 그림책 ","글·그림: 김지영","사계절(사계절출판사)","2025","","9791169813969","77810","813.7","279",
"345","달콤한 과일나라 ","민키 글·그림","김영사","2024","","9788934936381","77810","813.7","278",
"345","고추장 vs 짜장 떡볶이 대결 ","보영 글 ;허아성 그림","크레용하우스","2024","","9791171210718","74810","813.7","278",
"345","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","5","9791173113444","77030","388","278",
"348","왔구마 :고구마구마","글: 조주희,이두희","킨더랜드","2023","2","9791192759951","74810","813.7","277",
"349","너구리 라면 가게 ","글: 최설희 ;그림: 김덕영","다산북스","2025","","9791130664606","77810","813.7","276",
"349","(읽으면서 바로 써먹는) 어린이 감정 표현 ","글·그림: 한날","파란정원","2024","","9791158682842","73710","181","276",
"351","엉덩이탐정","트롤 글·그림 ;전경아 옮김","문학수첩리틀북","2020","7","9788959762422","77830","833.6","275",
"351","이순신을 찾아라 ","김진 글 ;정지윤 그림","천개의바람","2024","","9791165735524","77810","911.05","275",
"351","메리식당 ","김유 글 ;소복이 그림","천개의바람","2025","","9791165737085","77810","813.7","275",
"351","불꽃 수영 대회 ","신현경 글 ;노예지 그림","인플루엔셜","2025","","9791168342491","77810","813.7","275",
"355","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","5","9788950971403","74800","219","274",
"355","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","77700","710","274",
"355","에그박사의 이건 누구 똥?!","원작: 에그박사 ;그림: 김덕영","Mirae N 아이세움","2022","3","9791168417939","77490","491","274",
"358","으라차차 라면 가게 ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2022","59","9791158363475","77830","833.6","273",
"359","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","10","9791168415744","77890","219","272",
"359","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","1","9791195794799","74910","911","272",
"361","두더지의 여름 :김상근 그림책 ","글·그림: 김상근","사계절(사계절출판사)","2022","","9791160949599","77810","813.7","271",
"361","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","17","9791175483972","77490","472","271",
"363","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","4","9788950976880","77720","711.4","270",
"363","왜 띄어 써야 돼? ","박규빈 글·그림","길벗어린이","2016","","9788955823707","77810","813.7","270",
"363","괜찮아, 우리 모두 처음이야! ","이주희 글·그림","개암나무","2020","","9788968305696","74800","375.2","270",
"363","브레드이발소 =Bread barbershop","원작·그림: 몬스터스튜디오","한솔수북","2020","2","9791170287148","77810","813.7","270",
"363","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","21","9791171178346","74810","813.7","270",
"368","엄마가 유령이 되었어! ","노부미 글·그림 ;이기웅 옮김","길벗어린이","2016","","9788955823509","77830","833.6","269",
"368","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","24","9791173573705","74810","813.7","269",
"370","엄마 오기 100초 전! ","김윤정 글·그림","제제의숲","2024","","9791158733179","77810","813.7","268",
"370","(흔한남매) 흔한 게임","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2024","2","9791173470660","77810","810","268",
"372","쿵쿵 아파트 :전승배·강인숙 그림책 ","지은이: 전승배,강인숙","창비","2020","","9788936455491","77810","813.7","267",
"372","꽃이 좋아! 토끼 베이커리 ","글·그림: 마츠오 리카코 ;옮김: 김숙","지학사아르볼","2025","","9791162042045","77830","833.6","267",
"374","잘했어, 쌍둥이 장갑! :유설화 그림책 ","유설화","책읽는곰","2019","","9791158361327","77810","813.7","266",
"374","감정 서커스 :내 그림자와 마주하는 곳 ","리디아 브란코비치 글·그림 ;장미란 옮김","책읽는곰","2025","","9791158365141","77840","181","266",
"374","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","19","9791171175192","74810","813.7","266",
"374","(진짜 일 학년) 책가방을 지켜라! ","신순재 글 ;안은진 그림","천개의바람","2017","","9791187287254","77810","813.7","266",
"378","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","7","9791130657806","74810","813.7","265",
"379","꼬르륵 꼬르륵 캠핑 ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2024","","9791158364687","77830","833.6","264",
"379","몽글몽글 편의점 :김영진 그림책 ","김영진","책읽는곰","2024","111","9791158364823","77810","813.7","264",
"381","고민 식당 ","이주희 글·그림","한림출판사","2019","","9788970941981","77810","813.7","263",
"381","만희네 집 ","글·그림: 권윤덕","길벗어린이","2012","","9788986621105","77810","813.7","263",
"383","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","50","9788950993153","77720","711.4","262",
"383","파닥파닥 해바라기 :보람 그림책 ","보람 글·그림","길벗어린이","2020","","9788955825725","77810","813.7","262",
"383","대장 토끼는 꿀잠이 좋아 ","큐라이스 글·그림 ;황진희 옮김","토토북","2022","","9788964964736","77830","833.6","262",
"383","케이크가 커졌어요! ","구도 노리코 글·그림 ;윤수정 옮김","책읽는곰","2021","53","9791158362515","77830","833.6","262",
"383","번개 토끼 ","이예숙 글·그림","크레용하우스","2024","","9791171210619","74810","813.7","262",
"383","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","4","9791173470615","74810","980.2","262",
"389","별 조각 상점 ","글·그림: 토마쓰리","웅진씽크빅","2024","","9788901281728","74810","813.7","261",
"389","꼬꼬붱 :홍홍 그림책 ","홍홍 글·그림","길벗어린이","2025","","9788955827927","74800","813.7","261",
"389","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","8","9791130666310","74810","813.7","261",
"389","쓰레기통 요정 :안녕달 그림책 ","안녕달 [지음]","책읽는곰","2019","","9791158361518","77810","813.7","261",
"389","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","7","9791192504407","77810","031","261",
"394","에그박사의 닮은꼴 사파리 :전격비교관찰 생물도감 ","에그박사 지음 ;유남영 그림","다락원","2020","","9788927747581","73490","491","260",
"394","누가 먼저 목욕탕 ","글: 배은영 ;그림: 이수현","제제의숲","2025","","9791158733346","77810","813.7","260",
"394","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","8","9791192504483","77810","031","260",
"397","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","7","9788950971427","74800","219","259",
"397","엉덩이탐정 :뿡뿡 무지개 다이아몬드를 찾아라! ","트롤 글·그림 ;전경아 옮김","문학수첩리틀북","2016","2","9788959761906","77830","833.6","259",
"397","감귤 기차 ","김지안 글·그림","JEI(재능교육)","2016","","9788974999988","77810","813.7","259",
"397","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","6","9791130653433","74810","813.7","259",
"397","벚꽃 수영장 ","신현경 글 ;노예지 그림","인플루엔셜","2024","2","9791168341753","77810","813.7","259",
"402","평범한 식빵 ","종종 글·그림","그린북","2021","","9788955889659","77810","813.7","258",
"402","거짓말이 뿡뿡, 고무장갑! :유설화 그림책 ","유설화","책읽는곰","2023","96","9791158364021","77810","813.7","258",
"402","흔한남매 이무기 :이해하면 무서운 이야기","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2023","3","9791173477263","77810","810","258",
"405","오싹오싹 당근! ","에런 레이놀즈 글 ;홍연미 옮김","알에이치코리아","2023","","9788925577340","77840","843","257",
"405","에그박사의 역대급 사파리 :충격 주의! 별/별/능/력 생물도감 ","에그박사 원작 ;유남영 그림","다락원","2024","","9788927747987","73490","491","257",
"405","아홉 살 마음 사전 ","박성우 글 ;김효은 그림","창비","2017","","9788936447014","73710","181","257",
"405","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","47","9788950984748","77720","711.4","257",
"405","콩떡콩떡 줄넘기 :이현영 그림책 ","글·그림: 이현영","토끼섬","2024","","9791198578099","77810","813.7","257",
"410","딩동 거미 ","신성희 글·그림","한림출판사","2017","","9788970949970","77810","813.7","256",
"411","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","6","9788950971410","74800","219","255",
"411","꽁꽁꽁 댕댕 :윤정주 그림책 ","윤정주","책읽는곰","2024","109","9791158364724","77810","813.7","255",
"411","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","1","9791162041376","74810","813.7","255",
"411","추리 천재 엉덩이 탐정과 카레 사건 ","트롤 글·그림 ;김정화 옮김","미래엔","2019","1","9791164130764","74830","833.6","255",
"411","브레드이발소 =Bread barbershop","원작·그림: 몬스터스튜디오","한솔수북","2020","5","9791170289128","77810","813.7","255",
"411","슈뻘맨의 숨은 국어 찾기 :슈뻘맨과 함께 국어 완전 정복!","슈뻘맨 원작 ;류수형 그림","미래엔","2024","1","9791173114168","77700","710","255",
"411","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","3","9791191583052","74810","813.7","255",
"418","그리스 로마 신화","글: 김민희,정보 글: 강대진","아울북(북이십일 아울북)","2017","9","9788950971441","74800","219","254",
"418","얼음산 빙수 가게 :정현진 그림책 ","글 그림: 정현진","올리","2024","","9791165349745","77810","813.7","254",
"418","고양이 목욕탕 ","구사카 미나코 글 ;황진희 옮김","옐로스톤","2024","","9791187079521","77830","833.6","254",
"421","똑똑한 쿠키 ","조리 존 글 ;김경희 옮김","길벗어린이","2024","","9788955827712","74800","843","253",
"421","판타스틱 반찬 특공대 ","김이슬 글 ;이수현 그림","노는날","2024","","9791198430632","77810","813.7","253",
